country,consumerId,systemCreationDate,firstName,lastName,city,gender,birthDate,OptinValue
Lesotho,c6ecf357-e383-49ef-9d06-9d7ccb2ca5db,2019-10-24,Martin,Moran,Port Elizabeth,Female,1978-03-30,Yes
Egypt,c6a50910-c880-4838-a038-971b4a3ed8fa,2019-07-21,Stephanie,Smith,Port Joshua,Male,1998-11-26,No
Saint Lucia,c9ee8e8c-afea-458b-b1fb-c869eaa6cbdb,2016-03-06,Christine,Caldwell,Samuelberg,Non-Binary,1971-06-03,No
Samoa,c8ef6583-96f7-4a61-8158-985e70f358b1,2022-02-12,Kelly,Harrison,Shawnchester,Male,1979-10-26,Yes
Belgium,c1c8ba98-162d-4a30-a04f-1464712fbfb6,2019-01-24,Colin,Moon,Millerhaven,Female,1958-03-04,No
Botswana,c4647506-1688-440c-aaa6-b71a3324ac70,2018-06-09,Lisa,Walters,Christinachester,Male,1999-04-14,No
Uruguay,c3462b9d-dec0-4f04-a696-44f6926bb93d,2019-12-17,Jaime,Daugherty,Kellymouth,Male,1950-08-22,No
Solomon Islands,c23a0de7-6303-40c9-8afe-0943111e05d7,2018-09-11,Jeremy,Peck,Evanburgh,Female,1978-07-02,Yes
Uganda,ca5df8ab-5dfc-4197-8424-acf9be0a13a5,2018-08-29,Monica,Young,Burkefurt,Non-Binary,1947-03-11,No
Mayotte,c6dc4d3e-149a-4e2d-8f13-b3dd75f2d1b5,2017-08-05,Amber,Foley,Tiffanytown,Female,1968-01-31,Yes
Cameroon,cb950482-3726-4476-b3fb-c13680c60097,2022-01-29,James,Hayes,East Joe,Female,1983-03-06,No
Taiwan,c16606fe-4c30-4309-9431-fe9d17a9f237,2018-06-14,Brian,Cuevas,North Susan,Non-Binary,1998-08-03,No
El Salvador,cfd44be6-593c-4ae9-b3f0-69a771a9fa1d,2020-12-12,Gary,Tran,West Christopher,Male,1986-08-31,Yes
Timor-Leste,ce46e3c1-6d47-4076-82d8-864041ecf87b,2016-01-16,Tabitha,Rodriguez,Port Jeremyborough,Female,1968-12-09,Yes
Micronesia,ccc8b3c8-ea40-4ff0-8bdb-0965a5dea977,2019-07-23,Stephen,Davis,Hooverton,Non-Binary,1944-09-30,No
Togo,c9ca3beb-5ac5-4f4c-acb1-aa14f6a428cc,2018-03-07,James,Mitchell,East Trevorfort,Female,1994-08-16,No
Cuba,cca6dc22-8315-473a-bb89-bd0b4ed19c79,2021-02-28,Harold,Ferguson,Anthonyhaven,Non-Binary,1944-06-29,No
Saint Helena,cdbe657d-583b-403a-865b-35471c30b26f,2019-03-29,Danielle,Johnson,Mooreville,Male,1965-09-10,Yes
Monaco,c6ff36c4-a651-447e-b6be-b2774203ee95,2018-03-26,Paul,Meadows,North Andrew,Female,1958-11-05,Yes
Spain,cb282279-f4c6-47ec-8d68-b8ff61b8e347,2017-02-21,Andrew,Johnson,Robertabury,Male,1946-03-07,No
Madagascar,c813d20b-5e9e-47d2-8eeb-e444ad9c5f1c,2016-07-12,Anna,Johnson,Lake Kathleenmouth,Male,1986-01-06,Yes
Guinea-Bissau,c253ed69-1831-4640-9134-2b58b71b39d3,2023-01-27,Jo,Cooper,Port Hannahport,Female,1942-07-07,No
Iraq,c9a48c0a-83b2-4c00-ad55-f84edd8bcfb7,2020-10-15,Derek,Wiley,East Lorifort,Non-Binary,1982-08-27,No
Puerto Rico,ce36c332-34bb-40d6-b8fa-140eb9fc62b2,2019-06-07,Danny,Rollins,Donnachester,Male,1978-10-02,Yes
Uruguay,c3867489-190f-4ef9-b5a5-9bb1d58c89db,2020-08-08,Kevin,Joseph,West Jackie,Male,1979-11-10,No
Ukraine,cd3fc702-9111-44a0-8bb4-dd6925f97018,2018-12-07,Kevin,Williams,Port Derek,Non-Binary,1988-05-10,Yes
Bouvet Island (Bouvetoya),c8b05141-c83b-4d9a-8760-2a46b455d899,2018-12-27,Juan,Torres,Lake Thomasmouth,Male,1977-12-30,No
United Arab Emirates,c6f39f9e-ec02-4d34-b06f-4f832ec5b643,2018-08-03,Cassandra,Moses,Hughesfort,Female,1973-05-08,No
